id,name,year_established,country,description,url,image,has_trading_incentive,trust_score,trust_score_rank,trade_volume_24h_btc,trade_volume_24h_btc_normalized
aax,AAX,2018,Seychelles,"AAX is the world’s first cryptocurrency exchange to be powered by LSEG Technology’s Millennium Exchange, the same matching engine at the heart of tier-one capital markets. AAX is a member of London Stock Exchange Group’s global ‘Partner Platform’. Offering OTC, Spot, and Futures trading, quoting more than 50 cryptocurrency pairs and listing 5 perpetual futures contracts for Bitcoin, Ether, Litecoin, Ripple, and EOS, which can be traded with high leverage, AAX provides a secure, deeply liquid, ultra-low latency and fully compliant trading platform. It offers an institutional-grade platform, for everyone. ",https://www.aax.com,https://assets.coingecko.com/markets/images/527/small/aax_app_logo.png?1586779427,False,8,18,117705.95148871597,117705.95148871597
lbank,LBank,2017,British Virgin Islands,"LBank Exchange, founded in 2015, is a global trading platform for various crypto assets. LBank Exchange provides its users with crypto trading, specialized financial derivatives, and professional asset management services. It has become one of the most popular and trusted crypto trading platforms with over 7 million users from now more than 210 regions around the world.",https://www.lbank.info/,https://assets.coingecko.com/markets/images/118/small/logo.jpeg?1665540523,False,8,19,98956.88152892704,98956.88152892704
xt,XT.COM,2018,Seychelles,"By consistently expanding its ecosystem, XT.COM is dedicated to providing users with the most secure, trusted, and hassle-free digital asset trading services. Our exchange is built from a desire to give everyone access to digital assets regardless where you are. 

Founded in 2018, XT.COM now serves more than 6 million registered users, over 500,000+ monthly active users and 40+ million users in the ecosystem. Covering a rich variety of  trading categories together with a NFT aggregated marketplace,  our platform strives to cater to its large user base by providing a secure, trusted and intuitive trading experience.

As the world’s first social-infused digital assets trading platform, XT.COM also supports social networking platform based transactions to make our crypto services more accessible to users all over the world. Furthermore, to ensure optimal data integrity and security, we see user security as our top priority at XT.COM. ",https://www.xt.com/,https://assets.coingecko.com/markets/images/404/small/logo400x400.png?1575881839,False,8,20,94451.83638725505,94451.83638725505
bitrue,Bitrue,2018,Singapore,,https://www.bitrue.com/,https://assets.coingecko.com/markets/images/254/small/unnamed_%281%29.png?1656295820,False,8,21,94312.0015545591,63151.20616003297
bitmart,BitMart,2017,Cayman Islands,,https://www.bitmart.com/en,https://assets.coingecko.com/markets/images/239/small/Bitmart.png?1628066397,False,8,22,55021.65230908831,55021.65230908831
bkex,BKEX,2018,British Virgin Islands,,https://www.bkex.com/,https://assets.coingecko.com/markets/images/293/small/New_BKEX_logo.png?1646724631,False,8,23,51555.39760772618,51555.39760772618
digifinex,Digifinex,2018,Seychelles,,https://www.digifinex.com/,https://assets.coingecko.com/markets/images/225/small/DF_logo.png?1594264355,False,8,24,42217.71742020022,42217.71742020022
bingx,BingX,,,"Founded in 2018, BingX is a crypto social trading exchange that offers spot, derivatives and copy trading services to more than 100 countries worldwide.

BingX prides itself as the people's exchange by unlocking the fast-growing cryptocurrency market for everyone, connecting users with experts traders and a platform to invest in a simple, engaging and transparent way.",https://bingx.com/,https://assets.coingecko.com/markets/images/812/small/YtFwQwJr_400x400.jpg?1646056092,False,8,25,33071.72852128222,33071.72852128222
coinsbit,Coinsbit,,Estonia,,https://coinsbit.io/,https://assets.coingecko.com/markets/images/267/small/Coinsbit.png?1605153697,False,8,26,27005.680495212113,27005.680495212113
whitebit,WhiteBIT,2018,Estonia,,https://whitebit.com,https://assets.coingecko.com/markets/images/418/small/wb_3_avatar-02.png?1611212424,False,8,27,26450.10941899746,26450.10941899746
bigone,BigONE,2017,Seychelles,,https://bigone.com,https://assets.coingecko.com/markets/images/100/small/qcFFufEY_400x400.jpg?1561103345,False,8,28,23738.84436780104,23738.84436780104
btse,BTSE,2018,British Virgin Islands,"BTSE is a leading digital asset exchange that empowers users by offering a simple and secure way to trade. Its growing suite of financial services is designed to bridge traditional finance with digital assets solutions. BTSE's innovative technology offers a set of digital financial solutions featuring multi-currency spot and derivatives trading, in addition to NFT and exchange white labels, over-the-counter (OTC) trading, asset management, and payment gateways. Additionally, BTSE provides an all-in-one order book, strict security protocols, an insurance fund, cold storage for more than 99% of assets and no withdrawal limits on over 12 fiat currencies and 100 cryptocurrencies.",https://www.btse.com/,https://assets.coingecko.com/markets/images/464/small/BTSE.jpg?1568012415,False,8,29,22235.602708704133,22235.602708704133
p2pb2b,P2B,2018,Lithuania,"P2B Cryptocurrency Exchange is one of the biggest European digital assets exchanges that has successfully operated for over 5 years. It is now the most trusted platform offering the best go-to-market experience for crypto users and projects.

The platform tops the most trusted ratings worldwide - CoinMarketCap and CoinGecko - and permanently improves its position. We assure the safety of the trading activities, being ranked in the TOP-12 in Cer.Live security rate. 

The users can easily explore the mature crypto market by investing in a wide variety of liquid tokens, buying cryptocurrencies with bank cards (via Simplex, Moon Pay, Koinal) and using attractive discounts or bonuses during fundraising campaigns. You can also choose the amount of your commission,  - use the level commission to raise your account opportunities and make your trading more profitable. 

Become a part of the prosperous P2B community - #1 place to be in crypto.
Get your exciting trading experience with 24/7 support, and gain quickly and securely.
",https://p2pb2b.com/,https://assets.coingecko.com/markets/images/251/small/ow0xng56_400x400.jpeg?1664939403,False,8,30,20533.671972113796,20533.671972113796
bitget,Bitget,2018,Singapore,,https://www.bitget.com/,https://assets.coingecko.com/markets/images/540/small/Bitget_new_logo_2.png?1630049618,False,8,31,20371.43660592148,20371.43660592148
coinstore,Coinstore,2020,Singapore,"Coinstore was founded in 2020. There are 180 employees worldwide distributed mainly in Asia, Europe, and the Middle East, serving more than 1,500,000 registered users in 175 countries. Coinstore provides global users with fast and smooth cryptocurrency trading services, derivatives business, OTC services, and NFT services. Coinstore Labs provides project owners with integrated solutions of “technology development, compliance counseling, integrated marketing, community operations, investment incubation” and much more.

Coinstore supports 102 spot pairs and 34 futures pairs. All features are available on Coinstore’s mobile app for iOS and Android, and on desktop.",https://www.coinstore.com/#/,https://assets.coingecko.com/markets/images/747/small/coinstore.jpeg?1639530357,False,8,32,23934.260390798172,16004.856025944453
latoken,LATOKEN,2017,Cayman Islands,,https://latoken.com/,https://assets.coingecko.com/markets/images/124/small/LA_token.png?1605773251,False,8,33,14788.604605609331,14788.604605609331
btcex,BTCEX,2021,Canada,"BTCEX is a highly extensible digital asset trading platform, which provides spot, spot leverage, futures, perpetual contracts, and USDT-settled options. In addition, it also supports multi-product portfolio margin models to improve the utilization of user funds.",https://www.btcex.com,https://assets.coingecko.com/markets/images/753/small/C8tiQdwL_400x400.jpg?1641348961,False,8,34,14166.523925347277,14166.523925347277
phemex,Phemex,2019,Singapore,"Launched in 2019, Phemex is a Singapore-based cryptocurrency and derivatives trading platform led by former Morgan Stanley executives. Serving around 5 million active users in over 200 countries, Phemex supports 150+ trading pairs with up to 100x leverage.

-  Fee Structure: 0.1% for both maker and taker
-  Contract Fee Structure: 0.01% for maker and 0.06% for taker
-  Up to $100 Welcome Bonus for new users
-  Earn up to 8.5% APY interest income on crypto assets
-  Free academy with 450+ carefully curated articles about crypto & trading
-  Security: Hierarchical Deterministic Cold Wallet System with 2-level human scrutiny offline signatures.",https://phemex.com/,https://assets.coingecko.com/markets/images/564/small/Phemex_logo_4.png?1641357471,False,8,35,11768.42191569867,11768.42191569867
ftx_tr,FTX TR,,Turkey,,https://ftxtr.com/,https://assets.coingecko.com/markets/images/869/small/ftxtr.png?1653371484,False,8,36,16913.611054844532,11082.451798898497
bitforex,Bitforex,2018,Seychelles,,https://www.bitforex.com/,https://assets.coingecko.com/markets/images/214/small/BitForex-Logo.png?1573808227,False,8,37,7664.07944506824,7664.07944506824
bullish_com,Bullish,2021,Gibraltar,,https://bullish.com/,https://assets.coingecko.com/markets/images/905/small/bullish_com.png?1655198360,False,8,38,6678.090034419762,6678.090034419762
hotbit,Hotbit,,Estonia,"Founded in 2018 and holding Estonian MTR licence, American MSB licence, an Australian AUSTRAC licence and a Canadian MSB licence，HotBit cryptocurrency exchange is known as a cryptocurrency trading platofrm that continues to develop and integrate various forms of businesses such as spot trading, financial derivatives, cryptocurrency investment and DAPP into one platform. Currently, Hotbit’s businesses covers more than 210 countries and areas. Based on its globalized and unified strategies, HotBit continues to focus on world's emerging markets such as Russia, Turkey and southeastern Asia markets, and was ranked one of the top 3 most welcomed exchanges by Russian media in 2019.",https://www.hotbit.io/,https://assets.coingecko.com/markets/images/201/small/hotbit.jpg?1531043195,False,8,39,4644.072971756921,4644.072971756921
btcturk,BtcTurk PRO,2013,Turkey,,https://pro.btcturk.com/,https://assets.coingecko.com/markets/images/223/small/BTCTurk-exchange.jpg?1536726120,False,8,40,3795.097669830782,3795.097669830782
bit_com,Bit.com,2020,Seychelles,,https://www.bit.com/,https://assets.coingecko.com/markets/images/823/small/IMAGE_2022-04-01_09_36_23.jpg?1648777125,False,8,41,3767.196256036003,3767.196256036003
exmo,EXMO,2013,United Kingdom,,https://exmo.com/,https://assets.coingecko.com/markets/images/59/small/exmo_logo_blue.png?1662098170,False,8,42,2494.162916676939,2494.162916676939
wootrade,WOO Network,2019,,"WOO Network is a deep liquidity network connecting traders, exchanges, institutions, and DeFi platforms with democratized access to the best-in-class liquidity and trading execution at lower or zero cost. Its flagship, WOO X, is a professional trading platform featuring customizable modules and lower to zero fees complete with deep liquidity. WOO Network was founded by Kronos Research, a quantitative trading firm generating $5-10B in daily volume.",https://woo.org/,https://assets.coingecko.com/markets/images/683/small/wootrade.jpg?1624621149,False,8,43,2472.8453903774553,2472.8453903774553
kickex,KickEX,2020,Estonia,"KickEX is the exchange with the lowest trading fees on the market. It's the fastest-growing exchange with amazing iOS and Android apps available in stores. Buy crypto within a minute, trade without risk! Our Support Team will answer all your questions instantly, in 7 different languages. Simple and user-friendly interface and high-quality KickEX mobile apps make our customers’ trading more comfortable, without bothering themselves with a long search for information.",https://kickex.com/en,https://assets.coingecko.com/markets/images/635/small/KickEX_logo.png?1652324492,False,8,44,1718.337404756595,1718.337404756595
poloniex,Poloniex,2014,Seychelles,"Poloniex was founded in January 2014 as a global cryptocurrency exchange. It provides spot trading, futures trading, staking, and various services to users in nearly 100 countries and regions with various languages available.

In 2022, Poloniex launched a brand new trading system to provide global retail and professional users with higher speed, as well as better stability and usability.",https://poloniex.com/,https://assets.coingecko.com/markets/images/37/small/poloniex.png?1663310089,False,8,45,1431.5469781830827,1431.5469781830827
bitstamp,Bitstamp,2013,United Kingdom,,https://links.bitstamp.net/c/2223866/1100037/14006,https://assets.coingecko.com/markets/images/9/small/bitstamp.jpg?1519627979,False,8,46,1299.164390808191,1299.164390808191
cryptology,Cryptology,2018,Estonia,,https://cryptology.com/,https://assets.coingecko.com/markets/images/287/small/cryptology.png?1541390904,False,8,47,996.5485701809286,996.5485701809286
bitkub,Bitkub,2018,Thailand,,https://www.bitkub.com,https://assets.coingecko.com/markets/images/249/small/bitkub.png?1537180687,False,8,48,827.3467902467086,827.3467902467086
bitflyer,bitFlyer,2014,Japan,,https://bitflyereuropesa.pxf.io/c/2223866/858437/11990,https://assets.coingecko.com/markets/images/5/small/bitFlyer-logo.png?1643256033,False,8,49,713.0095164544063,713.0095164544063
coinex,CoinEx,2017,United Kingdom,,https://www.coinex.com/,https://assets.coingecko.com/markets/images/135/small/coinex.jpg?1527737297,False,8,50,649.2180793810822,649.2180793810822
bitbank,Bitbank,2016,Japan,,https://bitbank.cc/,https://assets.coingecko.com/markets/images/122/small/bitbank.jpg?1521186278,False,8,51,565.8226066978303,565.8226066978303
okcoin,Okcoin,2013,United States,"About OKCoin:
OKCoin is one of the largest and most trusted fiat-to-crypto trading platforms in the world. Founded in 2013, OKCoin offers advanced features for crypto beginners and high-volume traders alike, enabling users in 184 countries worldwide to exchange US dollars and the euro for Bitcoin, Tethers, USDK, Bitcoin Cash, Ethereum, Ethereum Classic, Decred, EOS, Litecoin, XRP, Cardano, 0x, Stellar, Zcash, TRX, and other digital assets. As a registered Money Services Business (MSB) with the Financial Crimes Enforcement Network (FinCEN) and a Virtual Financial Asset Act (VFAA) exchange with a transitory provision permissioned by the Malta Financial Services Authority, OKCoin is on a mission to make digital assets accessible to the world while complying with the highest of regulatory standards. For more information, visit www.okcoin.com. ",https://www.okcoin.com/,https://assets.coingecko.com/markets/images/415/small/okcoin_Logomark_SatoshiBlack.png?1619574335,False,8,52,465.33822793353534,465.33822793353534
coinfield,Coinfield,,Canada,,https://www.coinfield.com/,https://assets.coingecko.com/markets/images/188/small/coinfield.jpg?1529816716,False,8,53,462.76887288912485,462.76887288912485
bitso,Bitso,2014,Mexico,,https://bitso.com,https://assets.coingecko.com/markets/images/8/small/Bitso-icon-dark.png?1581909156,False,8,54,343.83672487425724,343.83672487425724
luno,Luno,2013,Singapore,,https://www.luno.com,https://assets.coingecko.com/markets/images/33/small/luno.jpg?1519996997,False,8,55,248.10959644574123,248.10959644574123
emirex,Emirex,2014,United Arab Emirates,"Emirex was launched in 2014 and became a network of enterprises using blockchain technology to ease asset trading and completely disrupt how people use crypto. Dubai, UAE, is a dynamic destination for Eastern and Western companies, and it's where Emirex helped develop a crypto culture. Emirex is an exchange and marketplace for trading digital assets that improve economic freedom by developing censorship-resistant public networks. Emirex has grown tremendously with its business and is eager to develop even more.
 
The EMRX Token

Emirex offers B2C, B2B, and B2E payments and boasts over 20,000 active clients and a $10 million monthly income after growing 40-fold in a year. The exchange has over $25 million in daily volume. EMRX, the exchange's token, quadrupled last year due to ecosystem integration and active use. As the Emirex Ecosystem's native token, EMRX is used for listing fees for tokenized assets, buy/sell transaction fees, custody and servicing fees, and commission and partner incentive programs. You can also stake EMRX and other tokens to earn Ultra High APR on your tokens and withdraw anytime. Staking is your gateway to passive crypto income! Emirex also launched a tokenization section to help revolutionize the real estate market as well.

Quick, Simple, Secure

Emirex is a platform that simplifies, quickens, and secures digital asset trading. Newbies can trade digital assets easily as Emirex offers non-tech users secure, easy, compliant digital asset access on a  professional trading platform supporting AED, USD, and EUR FIATs. Emirex can process 1,000,000 orders per second. Experience speedy order books, extensive trade history, endless markets, and market depth, and make spot, margin, and futures order types. The Emirex Group offers top-tier financial services to bridge the gap between the current and future economic systems.

Why You Should Use Emirex

Emirex simplifies crypto access and makes its site user-friendly. Emirex's UI is straightforward. A knowledge base guides newcomers through exchange operations. Emirex offers deep liquidity, hundreds of token pairs, and multiple trading orders. You won't get lost with Emirex's security, the convenience of access, and helpful experts. Receive and send tokens without an intermediary. Copy or Social trading lets you imitate the top traders' trades, and Emirex's referral code earns you up to 7% on your friend's and family's transactions.

Trade Whenever, Wherever

Emirex provides the most incredible trading experience, allowing you to trade on your terms. We want to help you pleasantly attain your financial goals. Emirex builds crypto economic infrastructure based on user experience and accessibility. The Emirex team launched the Emirex Android to offer all website features in your pocket, including easy bitcoin buying, selling, and trading and 24/7 support with one tap. Emirex makes crypto investment so easy that you'll want to do it all the time!

Sign Up and Keep Up
 
Sign up now to benefit from Emirex's low to 0% fees. Emirex offers Africa, Asia, and Europe exposure to digital assets and crypto and connects the Middle East with those markets. Decentralization and transparency in blockchain can encourage global value mobility and societal well-being, which is why emirex is dedicated to the digital economy.",https://www.emirex.com/,https://assets.coingecko.com/markets/images/592/small/Emirex.png?1602067691,False,8,56,114.54303468268859,114.54303468268859
coin_metro,Coinmetro,2018,Estonia,,https://coinmetro.com/,https://assets.coingecko.com/markets/images/386/small/Coinmetro_Exchange_Logo_%282%29.png?1646280101,False,8,57,31.80276045036006,31.80276045036006
bitmex_spot,BitMEX,,,,https://www.bitmex.com/spot/,https://assets.coingecko.com/markets/images/866/small/bitmex.jpeg?1652794708,False,8,58,25.615760951605257,25.615760951605257
delta_spot,Delta Exchange,,,,https://www.delta.exchange/app/spot/trade/,https://assets.coingecko.com/markets/images/642/small/delta_spot.jpg?1617283005,False,8,59,14.201273814362692,14.201273814362692
upbit,Upbit,2017,South Korea,,https://upbit.com,https://assets.coingecko.com/markets/images/117/small/upbit.png?1520388800,False,7,60,29158.22143763953,29158.22143763953
bitcoin_com,FMFW.io,2019,Bahamas,"The mission of FMFW.io is to empower people from all over the world to trade cryptocurrencies with ease and confidence, from first-time traders to advanced trading professionals. With high liquidity, 24/7 multilingual support and dozens of trading pairs, complemented with a high level of security, we offer an attractive platform for trading any cryptocurrency. Within one year since launch, on average, our exchange has been visited by more than 500K active traders per month, and this number continues to grow as you read this sentence. 

Key Features:

- Enjoy more than 130 available trading pairs
- Cutting-edge matching engine technologies
- Up 5x and 10x leverage for more than 29 markets
- Deep liquidity
- User-friendly trading terminal
- Tight spreads
- Consistent trading competitions and giveaways",https://fmfw.io/,https://assets.coingecko.com/markets/images/467/small/fmfw.png?1635491491,False,7,61,40385.91738566965,19921.48501765102
bithumb,Bithumb,2014,South Korea,,https://www.bithumb.com/,https://assets.coingecko.com/markets/images/6/small/bithumb_BI.png?1573104549,False,7,62,9277.164246245784,9277.164246245784
tidex,Tidex,2017,United Kingdom,,https://tidex.com/,https://assets.coingecko.com/markets/images/43/small/favicon.png?1651817092,False,7,63,7714.8284169032295,7714.8284169032295
paribu,Paribu,,Turkey,,https://www.paribu.com/,https://assets.coingecko.com/markets/images/136/small/paribu.jpg?1527734779,,7,64,4661.493746528844,4661.493746528844
currency,Currency.com,2019,Gibraltar,"Currency.com is the world’s first regulated tokenised securities exchange enabling anyone with crypto and fiat to trade financial assets from the world’s biggest companies with up to 500x leverage. 
 
Currency.com enables crypto holders to make the most of your investment by offering access to more than 1300 tokenised securities of the most traded global financial assets – all without putting your crypto holdings under price pressure or converting to fiat"" to the following one ""Currency.com enables crypto holders to make the most of your investment by offering access to more than 2000+ tokenised securities of the most traded global financial assets – all without putting your crypto holdings under price pressure or converting to fiat
 
With Currency.com you can:
- Do more with less with up to 500x leverage (or buy and sell assets of your choice);
- Manage your risk with sell at loss, guaranteed sell at loss, take profit orders;
- Elevate your trading strategy with access to over 75 technical indicators;
- Fund your account and withdraw via card, bank transfer or crypto wallet;
- Step ahead of the pack with instant price alerts;
- Never lose more than you put in with negative balance protection;
- Trade confidently with a regulated platform and dedicated human support;
- See where you stand with personalised trading reports.
 
Currency.com offers you a new generation financial app for both crypto and fiat. The free mobile platform is designed to buy and sell cryptos with fiat money, store holdings in a secure place and make cross-crypto exchanges. Competitive quotes are coupled with trusted regulatory standards to give users the best possible financial experience.
 
Currency.com – an exchange where crypto meets Wall St.",https://currency.com/?utm_source=COINGECKO&utm_campaign=listing,https://assets.coingecko.com/markets/images/512/small/Currency.com_200x200.png?1582086630,False,7,65,3902.0009386688753,3902.0009386688753
catex,Catex,2018,China,"Established in August 2018, Catex is a centralized cryptocurrency exchange. It has global communities in Brazil, Vietnam, South Korea, Bangladesh, Russia, Turkey, Middle East, India, Indonesia, and the United States.

Platform has staking, farming and multiple faucets.

The exchange claims to have SNA and microservice-based distributed architecture to support horizontal scaling.",https://www.catex.io/,https://assets.coingecko.com/markets/images/354/small/catex.png?1550735332,False,7,66,4114.903169330997,3300.3822528175633
coinone,Coinone,2016,South Korea,,https://coinone.co.kr/,https://assets.coingecko.com/markets/images/20/small/coinone_circle_500x500.png?1606460853,False,7,67,2267.1445550411036,2267.1445550411036
exmarkets,ExMarkets,2018,British Virgin Islands,,https://exmarkets.com,https://assets.coingecko.com/markets/images/363/small/42200149_2115011248752220_3911078373144657920_n.jpg?1551247813,False,7,68,2073.7551980746325,2073.7551980746325
tokpie,Tokpie,2018,Hong Kong,,https://tokpie.io/,https://assets.coingecko.com/markets/images/436/small/logo_circle_100x100.png?1562226767,False,7,69,2038.9377160270978,2038.9377160270978
bilaxy,Bilaxy,,,,https://bilaxy.com/,https://assets.coingecko.com/markets/images/193/small/bilaxy.png?1575876562,False,7,70,1551.2977699277637,1551.2977699277637
nominex,Nominex,2019,Seychelles,"New trading platform for convenient trading experience with low fees and numerous instruments. 

Absolutely unique affiliate program that allows to earn from an infinite number of referral levels, compared to 2-3 levels at all other exchanges. 

A unique model for the free 2 phases distribution of the native NMX token.

Advanced Trading Instruments – using Stop, Stop Limit, Trailing Stop, Scaled and other types of orders brings some kind of trading automation without the need to develop a trading bot, which allows to easily get more profit while trading.",https://www.nominex.io,https://assets.coingecko.com/markets/images/530/small/logo-200x200.png?1587543672,False,7,71,1292.3697462787607,1292.3697462787607
coincheck,Coincheck,2014,Japan,,https://coincheck.com/,https://assets.coingecko.com/markets/images/18/small/Coincheck.jpg?1519703836,,7,72,854.9614610354844,854.9614610354844
bittrex,Bittrex,2014,United States,,https://bittrex.com/,https://assets.coingecko.com/markets/images/10/small/BG-color-250x250_icon.png?1596167574,False,7,73,717.0622989752483,717.0622989752483
bitbns,BitBNS,2017,Estonia,,https://ref.bitbns.com/,https://assets.coingecko.com/markets/images/541/small/HS7eNJdt_400x400.jpg?1592294824,False,7,74,609.9280689709626,609.9280689709626
btcbox,BTCBOX,2014,Japan,,https://www.btcbox.co.jp/,https://assets.coingecko.com/markets/images/154/small/btcbox.jpg?1525685758,False,7,75,609.4448582261562,606.2572377853888
bitazza,Bitazza,2021,,Bitazza is ASEAN's locally-based digital asset platform. ,https://trade.bitazza.com/gl/exchange/,https://assets.coingecko.com/markets/images/837/small/btzlogo200x200_darkgreen.png?1648702264,False,7,76,316.32367471205856,316.32367471205856
blockchain_com,Blockchain.com,2012,United Kingdom,,https://www.blockchain.com/,https://assets.coingecko.com/markets/images/613/small/unnamedddd.png?1610503741,False,8,77,286.1760505436652,286.1760505436652
max_maicoin,Max Maicoin,,Taiwan,,https://max.maicoin.com,https://assets.coingecko.com/markets/images/218/small/max.jpg?1533888641,False,7,78,226.8735869243477,226.8735869243477
lcx,LCX Exchange,2020,Liechtenstein,"The LCX Exchange Is a Regulated Trading Venue Offering a Range of Digital Currencies. LCX aims to build the new infrastructure for digital finance, focusing on all aspects of compliance and regulation. Investing to build AML and KYC technology solutions at the institutional and consumer level, including on-chain analytics and surveillance for all crypto deposits and withdrawals. LCX is continuously engaging with policy makers, regulators and financial institutions and will routinely participate in financial and security audits, as well as regulatory compliance reviews. In 2020 LCX secured approvals of 8 blockchain registrations with the registration Nr 288159. Allowing LCX to offer the broadest scope of blockchain services – alongside our sophisticated crypto compliance suite.",https://exchange.lcx.com/,https://assets.coingecko.com/markets/images/638/small/LCX.jpg?1616748175,False,7,79,207.9040744969172,207.9040744969172
bitpanda,Bitpanda Pro,2019,Austria,,https://exchange.bitpanda.com,https://assets.coingecko.com/markets/images/474/small/appicon-ios-pro.png?1622626638,False,7,80,116.45965251047986,116.45965251047986
independent_reserve,Independent Reserve,2013,Australia,,https://www.independentreserve.com/,https://assets.coingecko.com/markets/images/389/small/x_V5Jquo_400x400.png?1556071437,False,7,81,97.37251771804493,97.37251771804493
